group	fill	x	y	subgroup	tooltip	showSelected1
2	#E68613	214	945.5	8	73	73
2	#E68613	213	946.5	8	73	73
2	#E68613	212	945.5	8	73	73
2	#E68613	211.5	946	8	73	73
2	#E68613	211.5	948	8	73	73
2	#E68613	211	948.5	8	73	73
2	#E68613	209.5	947	8	73	73
2	#E68613	209.5	946	8	73	73
2	#E68613	209	945.5	8	73	73
2	#E68613	208.5	946	8	73	73
2	#E68613	208.5	949	8	73	73
2	#E68613	209	949.5	8	73	73
2	#E68613	214	949.5	8	73	73
2	#E68613	214.5	950	8	73	73
2	#E68613	214	950.5	8	73	73
2	#E68613	212	950.5	8	73	73
2	#E68613	211.5	951	8	73	73
2	#E68613	212	951.5	8	73	73
2	#E68613	213	951.5	8	73	73
2	#E68613	213.5	952	8	73	73
2	#E68613	213.5	954	8	73	73
2	#E68613	215	955.5	8	73	73
2	#E68613	215.5	955	8	73	73
2	#E68613	215.5	954	8	73	73
2	#E68613	214.5	953	8	73	73
2	#E68613	214.5	952	8	73	73
2	#E68613	217	949.5	8	73	73
2	#E68613	217.5	950	8	73	73
2	#E68613	217.5	951	8	73	73
2	#E68613	218	951.5	8	73	73
2	#E68613	220	951.5	8	73	73
2	#E68613	221	952.5	8	73	73
2	#E68613	221.5	952	8	73	73
2	#E68613	221.5	951	8	73	73
2	#E68613	222	950.5	8	73	73
2	#E68613	223	951.5	8	73	73
2	#E68613	223.5	951	8	73	73
2	#E68613	223.5	950	8	73	73
2	#E68613	224.5	949	8	73	73
2	#E68613	224	948.5	8	73	73
2	#E68613	223	948.5	8	73	73
2	#E68613	222.5	948	8	73	73
2	#E68613	223.5	947	8	73	73
2	#E68613	223	946.5	8	73	73
2	#E68613	222	946.5	8	73	73
2	#E68613	221.5	946	8	73	73
2	#E68613	221.5	945	8	73	73
2	#E68613	219.5	943	8	73	73
2	#E68613	219.5	942	8	73	73
2	#E68613	220	941.5	8	73	73
2	#E68613	221	941.5	8	73	73
2	#E68613	221.5	941	8	73	73
2	#E68613	221.5	940	8	73	73
2	#E68613	222	939.5	8	73	73
2	#E68613	223.5	941	8	73	73
2	#E68613	222.5	942	8	73	73
2	#E68613	223.5	943	8	73	73
2	#E68613	222.5	944	8	73	73
2	#E68613	224	945.5	8	73	73
2	#E68613	224.5	945	8	73	73
2	#E68613	224.5	941	8	73	73
2	#E68613	225	940.5	8	73	73
2	#E68613	226	940.5	8	73	73
2	#E68613	227.5	942	8	73	73
2	#E68613	227.5	943	8	73	73
2	#E68613	226.5	944	8	73	73
2	#E68613	228.5	946	8	73	73
2	#E68613	227.5	947	8	73	73
2	#E68613	229	948.5	8	73	73
2	#E68613	230	947.5	8	73	73
2	#E68613	231	947.5	8	73	73
2	#E68613	232	946.5	8	73	73
2	#E68613	233	946.5	8	73	73
2	#E68613	233.5	946	8	73	73
2	#E68613	233	945.5	8	73	73
2	#E68613	232	945.5	8	73	73
2	#E68613	231.5	945	8	73	73
2	#E68613	232	944.5	8	73	73
2	#E68613	235	944.5	8	73	73
2	#E68613	235.5	944	8	73	73
2	#E68613	235.5	942	8	73	73
2	#E68613	235	941.5	8	73	73
2	#E68613	234.5	942	8	73	73
2	#E68613	234.5	943	8	73	73
2	#E68613	234	943.5	8	73	73
2	#E68613	233	943.5	8	73	73
2	#E68613	232.5	943	8	73	73
2	#E68613	232.5	941	8	73	73
2	#E68613	233.5	940	8	73	73
2	#E68613	233.5	939	8	73	73
2	#E68613	232	937.5	8	73	73
2	#E68613	229	937.5	8	73	73
2	#E68613	228.5	937	8	73	73
2	#E68613	230	935.5	8	73	73
2	#E68613	231	936.5	8	73	73
2	#E68613	232.5	935	8	73	73
2	#E68613	232.5	934	8	73	73
2	#E68613	231	932.5	8	73	73
2	#E68613	230	932.5	8	73	73
2	#E68613	229	931.5	8	73	73
2	#E68613	228.5	932	8	73	73
2	#E68613	228.5	934	8	73	73
2	#E68613	228	934.5	8	73	73
2	#E68613	227	933.5	8	73	73
2	#E68613	223	933.5	8	73	73
2	#E68613	222	932.5	8	73	73
2	#E68613	221.5	933	8	73	73
2	#E68613	221.5	935	8	73	73
2	#E68613	222	935.5	8	73	73
2	#E68613	223	934.5	8	73	73
2	#E68613	225	934.5	8	73	73
2	#E68613	227.5	937	8	73	73
2	#E68613	226	938.5	8	73	73
2	#E68613	225	938.5	8	73	73
2	#E68613	224	937.5	8	73	73
2	#E68613	221	937.5	8	73	73
2	#E68613	220	938.5	8	73	73
2	#E68613	219	937.5	8	73	73
2	#E68613	218	937.5	8	73	73
2	#E68613	217.5	937	8	73	73
2	#E68613	217.5	936	8	73	73
2	#E68613	217	935.5	8	73	73
2	#E68613	216.5	936	8	73	73
2	#E68613	216.5	937	8	73	73
2	#E68613	216	937.5	8	73	73
2	#E68613	215	937.5	8	73	73
2	#E68613	214	936.5	8	73	73
2	#E68613	213	936.5	8	73	73
2	#E68613	212.5	936	8	73	73
2	#E68613	213	935.5	8	73	73
2	#E68613	214	935.5	8	73	73
2	#E68613	214.5	935	8	73	73
2	#E68613	214	934.5	8	73	73
2	#E68613	213	934.5	8	73	73
2	#E68613	212.5	934	8	73	73
2	#E68613	213	933.5	8	73	73
2	#E68613	214	933.5	8	73	73
2	#E68613	214.5	933	8	73	73
2	#E68613	214	932.5	8	73	73
2	#E68613	212	932.5	8	73	73
2	#E68613	210.5	934	8	73	73
2	#E68613	210.5	935	8	73	73
2	#E68613	210	935.5	8	73	73
2	#E68613	208	935.5	8	73	73
2	#E68613	207.5	936	8	73	73
2	#E68613	209.5	938	8	73	73
2	#E68613	208.5	939	8	73	73
2	#E68613	208.5	940	8	73	73
2	#E68613	207.5	941	8	73	73
2	#E68613	207.5	942	8	73	73
2	#E68613	207	942.5	8	73	73
2	#E68613	226	924.5	9	73	73
2	#E68613	225.5	925	9	73	73
2	#E68613	226	925.5	9	73	73
2	#E68613	226.5	925	9	73	73
2	#E68613	226	924.5	9	73	73
2	#E68613	228	926.5	10	73	73
2	#E68613	227.5	927	10	73	73
2	#E68613	227.5	928	10	73	73
2	#E68613	228	928.5	10	73	73
2	#E68613	228.5	928	10	73	73
2	#E68613	228.5	927	10	73	73
2	#E68613	228	926.5	10	73	73
2	#E68613	245	948.5	11	73	73
2	#E68613	244.5	949	11	73	73
2	#E68613	245	949.5	11	73	73
2	#E68613	246	949.5	11	73	73
2	#E68613	247	950.5	11	73	73
2	#E68613	249	950.5	11	73	73
2	#E68613	249.5	951	11	73	73
2	#E68613	248.5	952	11	73	73
2	#E68613	248.5	954	11	73	73
2	#E68613	246.5	956	11	73	73
2	#E68613	247	956.5	11	73	73
2	#E68613	248	956.5	11	73	73
2	#E68613	249	957.5	11	73	73
2	#E68613	251.5	955	11	73	73
2	#E68613	251.5	953	11	73	73
2	#E68613	252	952.5	11	73	73
2	#E68613	253	953.5	11	73	73
2	#E68613	253.5	953	11	73	73
2	#E68613	253.5	952	11	73	73
2	#E68613	251	949.5	11	73	73
2	#E68613	250	949.5	11	73	73
2	#E68613	249	948.5	11	73	73
2	#E68613	248	949.5	11	73	73
2	#E68613	247	948.5	11	73	73
2	#E68613	245	948.5	11	73	73
6	#0BB702	159	955.5	1	3148	3148
6	#0BB702	158.5	956	1	3148	3148
6	#0BB702	162	959.5	1	3148	3148
6	#0BB702	163	959.5	1	3148	3148
6	#0BB702	163.5	960	1	3148	3148
6	#0BB702	163.5	961	1	3148	3148
6	#0BB702	168	965.5	1	3148	3148
6	#0BB702	168.5	965	1	3148	3148
6	#0BB702	168.5	964	1	3148	3148
6	#0BB702	169.5	963	1	3148	3148
6	#0BB702	167	960.5	1	3148	3148
6	#0BB702	166	960.5	1	3148	3148
6	#0BB702	165.5	960	1	3148	3148
6	#0BB702	166	959.5	1	3148	3148
6	#0BB702	169	959.5	1	3148	3148
6	#0BB702	169.5	959	1	3148	3148
6	#0BB702	169	958.5	1	3148	3148
6	#0BB702	168	958.5	1	3148	3148
6	#0BB702	167.5	958	1	3148	3148
6	#0BB702	167.5	956	1	3148	3148
6	#0BB702	168.5	955	1	3148	3148
6	#0BB702	168.5	954	1	3148	3148
6	#0BB702	167.5	953	1	3148	3148
6	#0BB702	167.5	948	1	3148	3148
6	#0BB702	168.5	947	1	3148	3148
6	#0BB702	168.5	946	1	3148	3148
6	#0BB702	170	944.5	1	3148	3148
6	#0BB702	171	944.5	1	3148	3148
6	#0BB702	172	945.5	1	3148	3148
6	#0BB702	174	943.5	1	3148	3148
6	#0BB702	175	943.5	1	3148	3148
6	#0BB702	175.5	944	1	3148	3148
6	#0BB702	175.5	946	1	3148	3148
6	#0BB702	174.5	947	1	3148	3148
6	#0BB702	175.5	948	1	3148	3148
6	#0BB702	175.5	952	1	3148	3148
6	#0BB702	173.5	954	1	3148	3148
6	#0BB702	174.5	955	1	3148	3148
6	#0BB702	174.5	956	1	3148	3148
6	#0BB702	175.5	957	1	3148	3148
6	#0BB702	175.5	958	1	3148	3148
6	#0BB702	174.5	959	1	3148	3148
6	#0BB702	175.5	960	1	3148	3148
6	#0BB702	175.5	961	1	3148	3148
6	#0BB702	174.5	962	1	3148	3148
6	#0BB702	174.5	965	1	3148	3148
6	#0BB702	175	965.5	1	3148	3148
6	#0BB702	176	965.5	1	3148	3148
6	#0BB702	177.5	964	1	3148	3148
6	#0BB702	177.5	963	1	3148	3148
6	#0BB702	176.5	962	1	3148	3148
6	#0BB702	176.5	959	1	3148	3148
6	#0BB702	177.5	958	1	3148	3148
6	#0BB702	177.5	957	1	3148	3148
6	#0BB702	179.5	955	1	3148	3148
6	#0BB702	176.5	952	1	3148	3148
6	#0BB702	177.5	951	1	3148	3148
6	#0BB702	177.5	949	1	3148	3148
6	#0BB702	176.5	948	1	3148	3148
6	#0BB702	177	947.5	1	3148	3148
6	#0BB702	179	947.5	1	3148	3148
6	#0BB702	180	946.5	1	3148	3148
6	#0BB702	181	946.5	1	3148	3148
6	#0BB702	181.5	946	1	3148	3148
6	#0BB702	181	945.5	1	3148	3148
6	#0BB702	180	945.5	1	3148	3148
6	#0BB702	179.5	945	1	3148	3148
6	#0BB702	179.5	944	1	3148	3148
6	#0BB702	178	942.5	1	3148	3148
6	#0BB702	177.5	943	1	3148	3148
6	#0BB702	177.5	944	1	3148	3148
6	#0BB702	178.5	945	1	3148	3148
6	#0BB702	178	945.5	1	3148	3148
6	#0BB702	177	945.5	1	3148	3148
6	#0BB702	176.5	945	1	3148	3148
6	#0BB702	176.5	943	1	3148	3148
6	#0BB702	175.5	942	1	3148	3148
6	#0BB702	176	941.5	1	3148	3148
6	#0BB702	177	941.5	1	3148	3148
6	#0BB702	177.5	941	1	3148	3148
6	#0BB702	176.5	940	1	3148	3148
6	#0BB702	176.5	939	1	3148	3148
6	#0BB702	177.5	938	1	3148	3148
6	#0BB702	177.5	937	1	3148	3148
6	#0BB702	178.5	936	1	3148	3148
6	#0BB702	177.5	935	1	3148	3148
6	#0BB702	177.5	934	1	3148	3148
6	#0BB702	178	933.5	1	3148	3148
6	#0BB702	180	933.5	1	3148	3148
6	#0BB702	180.5	934	1	3148	3148
6	#0BB702	180.5	937	1	3148	3148
6	#0BB702	181	937.5	1	3148	3148
6	#0BB702	181.5	937	1	3148	3148
6	#0BB702	181.5	934	1	3148	3148
6	#0BB702	183.5	932	1	3148	3148
6	#0BB702	183.5	931	1	3148	3148
6	#0BB702	185.5	929	1	3148	3148
6	#0BB702	185	928.5	1	3148	3148
6	#0BB702	184	928.5	1	3148	3148
6	#0BB702	183	929.5	1	3148	3148
6	#0BB702	182	929.5	1	3148	3148
6	#0BB702	181.5	929	1	3148	3148
6	#0BB702	182.5	928	1	3148	3148
6	#0BB702	182	927.5	1	3148	3148
6	#0BB702	175.5	934	1	3148	3148
6	#0BB702	175.5	935	1	3148	3148
6	#0BB702	175	935.5	1	3148	3148
6	#0BB702	174	935.5	1	3148	3148
6	#0BB702	173.5	936	1	3148	3148
6	#0BB702	175.5	938	1	3148	3148
6	#0BB702	175.5	940	1	3148	3148
6	#0BB702	175	940.5	1	3148	3148
6	#0BB702	173	938.5	1	3148	3148
6	#0BB702	172.5	939	1	3148	3148
6	#0BB702	172.5	943	1	3148	3148
6	#0BB702	172	943.5	1	3148	3148
6	#0BB702	168	943.5	1	3148	3148
6	#0BB702	167	942.5	1	3148	3148
6	#0BB702	163.5	946	1	3148	3148
6	#0BB702	163.5	947	1	3148	3148
6	#0BB702	164	947.5	1	3148	3148
6	#0BB702	165	946.5	1	3148	3148
6	#0BB702	166	946.5	1	3148	3148
6	#0BB702	166.5	947	1	3148	3148
6	#0BB702	166.5	949	1	3148	3148
6	#0BB702	165.5	950	1	3148	3148
6	#0BB702	166.5	951	1	3148	3148
6	#0BB702	166.5	953	1	3148	3148
6	#0BB702	164	955.5	1	3148	3148
6	#0BB702	159	955.5	1	3148	3148
6	#0BB702	160	949.5	2	3148	3148
6	#0BB702	159.5	950	2	3148	3148
6	#0BB702	159.5	954	2	3148	3148
6	#0BB702	160	954.5	2	3148	3148
6	#0BB702	162.5	952	2	3148	3148
6	#0BB702	161.5	951	2	3148	3148
6	#0BB702	161.5	949	2	3148	3148
6	#0BB702	161	948.5	2	3148	3148
6	#0BB702	160	949.5	2	3148	3148
6	#0BB702	169	940.5	3	3148	3148
6	#0BB702	168.5	941	3	3148	3148
6	#0BB702	168.5	942	3	3148	3148
6	#0BB702	169	942.5	3	3148	3148
6	#0BB702	170	941.5	3	3148	3148
6	#0BB702	171	941.5	3	3148	3148
6	#0BB702	171.5	941	3	3148	3148
6	#0BB702	170	939.5	3	3148	3148
6	#0BB702	169	940.5	3	3148	3148
14	#ED68ED	168	941.5	1	6444	6444
14	#ED68ED	167.5	942	1	6444	6444
14	#ED68ED	167.5	943	1	6444	6444
14	#ED68ED	168	943.5	1	6444	6444
14	#ED68ED	172	943.5	1	6444	6444
14	#ED68ED	172.5	943	1	6444	6444
14	#ED68ED	172.5	939	1	6444	6444
14	#ED68ED	173	938.5	1	6444	6444
14	#ED68ED	175	940.5	1	6444	6444
14	#ED68ED	175.5	940	1	6444	6444
14	#ED68ED	175.5	938	1	6444	6444
14	#ED68ED	174	936.5	1	6444	6444
14	#ED68ED	173	936.5	1	6444	6444
14	#ED68ED	170.5	939	1	6444	6444
14	#ED68ED	170.5	940	1	6444	6444
14	#ED68ED	171.5	941	1	6444	6444
14	#ED68ED	171	941.5	1	6444	6444
14	#ED68ED	170	941.5	1	6444	6444
14	#ED68ED	169	942.5	1	6444	6444
14	#ED68ED	168	941.5	1	6444	6444
14	#ED68ED	175	934.5	2	6444	6444
14	#ED68ED	174.5	935	2	6444	6444
14	#ED68ED	175	935.5	2	6444	6444
14	#ED68ED	175.5	935	2	6444	6444
14	#ED68ED	175	934.5	2	6444	6444
15	#FF61CC	182	928.5	1	6636	6636
15	#FF61CC	181.5	929	1	6636	6636
15	#FF61CC	182	929.5	1	6636	6636
15	#FF61CC	183	929.5	1	6636	6636
15	#FF61CC	184	928.5	1	6636	6636
15	#FF61CC	185	928.5	1	6636	6636
15	#FF61CC	185.5	929	1	6636	6636
15	#FF61CC	183.5	931	1	6636	6636
15	#FF61CC	183.5	932	1	6636	6636
15	#FF61CC	181.5	934	1	6636	6636
15	#FF61CC	182.5	935	1	6636	6636
15	#FF61CC	182.5	936	1	6636	6636
15	#FF61CC	183	936.5	1	6636	6636
15	#FF61CC	183.5	936	1	6636	6636
15	#FF61CC	183.5	934	1	6636	6636
15	#FF61CC	184.5	933	1	6636	6636
15	#FF61CC	184.5	932	1	6636	6636
15	#FF61CC	185	931.5	1	6636	6636
15	#FF61CC	185.5	932	1	6636	6636
15	#FF61CC	185.5	935	1	6636	6636
15	#FF61CC	186	935.5	1	6636	6636
15	#FF61CC	186.5	935	1	6636	6636
15	#FF61CC	186.5	930	1	6636	6636
15	#FF61CC	187.5	929	1	6636	6636
15	#FF61CC	187.5	928	1	6636	6636
15	#FF61CC	188	927.5	1	6636	6636
15	#FF61CC	189	927.5	1	6636	6636
15	#FF61CC	190.5	929	1	6636	6636
15	#FF61CC	189.5	930	1	6636	6636
15	#FF61CC	190.5	931	1	6636	6636
15	#FF61CC	190.5	934	1	6636	6636
15	#FF61CC	190	934.5	1	6636	6636
15	#FF61CC	188	932.5	1	6636	6636
15	#FF61CC	187.5	933	1	6636	6636
15	#FF61CC	187.5	935	1	6636	6636
15	#FF61CC	188	935.5	1	6636	6636
15	#FF61CC	189	935.5	1	6636	6636
15	#FF61CC	190	936.5	1	6636	6636
15	#FF61CC	191	935.5	1	6636	6636
15	#FF61CC	192	935.5	1	6636	6636
15	#FF61CC	194.5	933	1	6636	6636
15	#FF61CC	194.5	931	1	6636	6636
15	#FF61CC	193	929.5	1	6636	6636
15	#FF61CC	192	929.5	1	6636	6636
15	#FF61CC	191.5	929	1	6636	6636
15	#FF61CC	191.5	927	1	6636	6636
15	#FF61CC	192	926.5	1	6636	6636
15	#FF61CC	193	927.5	1	6636	6636
15	#FF61CC	194.5	926	1	6636	6636
15	#FF61CC	194.5	924	1	6636	6636
15	#FF61CC	196	922.5	1	6636	6636
15	#FF61CC	197	922.5	1	6636	6636
15	#FF61CC	197.5	922	1	6636	6636
15	#FF61CC	197.5	920	1	6636	6636
15	#FF61CC	197	919.5	1	6636	6636
15	#FF61CC	196.5	920	1	6636	6636
15	#FF61CC	196.5	921	1	6636	6636
15	#FF61CC	196	921.5	1	6636	6636
15	#FF61CC	195.5	921	1	6636	6636
15	#FF61CC	195.5	920	1	6636	6636
15	#FF61CC	195	919.5	1	6636	6636
15	#FF61CC	194	920.5	1	6636	6636
15	#FF61CC	193	920.5	1	6636	6636
15	#FF61CC	192.5	921	1	6636	6636
15	#FF61CC	192.5	922	1	6636	6636
15	#FF61CC	191	923.5	1	6636	6636
15	#FF61CC	190	923.5	1	6636	6636
15	#FF61CC	189	924.5	1	6636	6636
15	#FF61CC	188.5	924	1	6636	6636
15	#FF61CC	188.5	923	1	6636	6636
15	#FF61CC	188	922.5	1	6636	6636
15	#FF61CC	187	922.5	1	6636	6636
15	#FF61CC	185.5	924	1	6636	6636
15	#FF61CC	185.5	926	1	6636	6636
15	#FF61CC	184	927.5	1	6636	6636
15	#FF61CC	183	927.5	1	6636	6636
15	#FF61CC	182	928.5	1	6636	6636
1	#F8766D	183	926.5	1	25	25
1	#F8766D	182.5	927	1	25	25
1	#F8766D	183	927.5	1	25	25
1	#F8766D	184	927.5	1	25	25
1	#F8766D	185.5	926	1	25	25
1	#F8766D	185.5	925	1	25	25
1	#F8766D	185	924.5	1	25	25
1	#F8766D	183	926.5	1	25	25
1	#F8766D	188	921.5	2	25	25
1	#F8766D	187.5	922	2	25	25
1	#F8766D	188.5	923	2	25	25
1	#F8766D	188.5	924	2	25	25
1	#F8766D	189	924.5	2	25	25
1	#F8766D	190	923.5	2	25	25
1	#F8766D	191	923.5	2	25	25
1	#F8766D	192.5	922	2	25	25
1	#F8766D	192.5	921	2	25	25
1	#F8766D	193	920.5	2	25	25
1	#F8766D	194	920.5	2	25	25
1	#F8766D	194.5	920	2	25	25
1	#F8766D	194	919.5	2	25	25
1	#F8766D	193	919.5	2	25	25
1	#F8766D	192	918.5	2	25	25
1	#F8766D	191	918.5	2	25	25
1	#F8766D	188	921.5	2	25	25
1	#F8766D	202	915.5	3	25	25
1	#F8766D	201.5	916	3	25	25
1	#F8766D	202	916.5	3	25	25
1	#F8766D	206	916.5	3	25	25
1	#F8766D	208.5	914	3	25	25
1	#F8766D	208	913.5	3	25	25
1	#F8766D	207	913.5	3	25	25
1	#F8766D	206.5	913	3	25	25
1	#F8766D	207.5	912	3	25	25
1	#F8766D	207.5	909	3	25	25
1	#F8766D	207	908.5	3	25	25
1	#F8766D	205	910.5	3	25	25
1	#F8766D	204.5	910	3	25	25
1	#F8766D	204.5	906	3	25	25
1	#F8766D	204	905.5	3	25	25
1	#F8766D	202.5	907	3	25	25
1	#F8766D	202.5	908	3	25	25
1	#F8766D	203.5	909	3	25	25
1	#F8766D	203.5	911	3	25	25
1	#F8766D	204.5	912	3	25	25
1	#F8766D	203.5	913	3	25	25
1	#F8766D	203.5	914	3	25	25
1	#F8766D	204.5	915	3	25	25
1	#F8766D	204	915.5	3	25	25
1	#F8766D	202	915.5	3	25	25
12	#8494FF	184	946.5	1	6106	6106
12	#8494FF	183.5	947	1	6106	6106
12	#8494FF	185.5	949	1	6106	6106
12	#8494FF	184.5	950	1	6106	6106
12	#8494FF	186	951.5	1	6106	6106
12	#8494FF	187	951.5	1	6106	6106
12	#8494FF	188	950.5	1	6106	6106
12	#8494FF	188.5	951	1	6106	6106
12	#8494FF	188.5	952	1	6106	6106
12	#8494FF	189.5	953	1	6106	6106
12	#8494FF	189.5	954	1	6106	6106
12	#8494FF	190	954.5	1	6106	6106
12	#8494FF	190.5	954	1	6106	6106
12	#8494FF	190.5	951	1	6106	6106
12	#8494FF	191	950.5	1	6106	6106
12	#8494FF	192	951.5	1	6106	6106
12	#8494FF	193	951.5	1	6106	6106
12	#8494FF	193.5	952	1	6106	6106
12	#8494FF	193.5	953	1	6106	6106
12	#8494FF	194	953.5	1	6106	6106
12	#8494FF	195	953.5	1	6106	6106
12	#8494FF	196	954.5	1	6106	6106
12	#8494FF	199	951.5	1	6106	6106
12	#8494FF	201	951.5	1	6106	6106
12	#8494FF	201.5	951	1	6106	6106
12	#8494FF	200.5	950	1	6106	6106
12	#8494FF	200.5	949	1	6106	6106
12	#8494FF	200	948.5	1	6106	6106
12	#8494FF	199	949.5	1	6106	6106
12	#8494FF	197	949.5	1	6106	6106
12	#8494FF	196.5	949	1	6106	6106
12	#8494FF	196.5	948	1	6106	6106
12	#8494FF	197	947.5	1	6106	6106
12	#8494FF	198	947.5	1	6106	6106
12	#8494FF	202	943.5	1	6106	6106
12	#8494FF	203	943.5	1	6106	6106
12	#8494FF	204	944.5	1	6106	6106
12	#8494FF	205.5	943	1	6106	6106
12	#8494FF	204.5	942	1	6106	6106
12	#8494FF	206	940.5	1	6106	6106
12	#8494FF	207	940.5	1	6106	6106
12	#8494FF	207.5	940	1	6106	6106
12	#8494FF	206.5	939	1	6106	6106
12	#8494FF	206.5	934	1	6106	6106
12	#8494FF	205	932.5	1	6106	6106
12	#8494FF	203	934.5	1	6106	6106
12	#8494FF	202	934.5	1	6106	6106
12	#8494FF	201.5	934	1	6106	6106
12	#8494FF	201.5	933	1	6106	6106
12	#8494FF	202.5	932	1	6106	6106
12	#8494FF	202.5	931	1	6106	6106
12	#8494FF	202	930.5	1	6106	6106
12	#8494FF	200	932.5	1	6106	6106
12	#8494FF	199	932.5	1	6106	6106
12	#8494FF	198	931.5	1	6106	6106
12	#8494FF	197	931.5	1	6106	6106
12	#8494FF	195.5	933	1	6106	6106
12	#8494FF	195.5	934	1	6106	6106
12	#8494FF	196.5	935	1	6106	6106
12	#8494FF	196	935.5	1	6106	6106
12	#8494FF	195	935.5	1	6106	6106
12	#8494FF	192	938.5	1	6106	6106
12	#8494FF	190	938.5	1	6106	6106
12	#8494FF	189.5	939	1	6106	6106
12	#8494FF	189.5	940	1	6106	6106
12	#8494FF	190	940.5	1	6106	6106
12	#8494FF	191	939.5	1	6106	6106
12	#8494FF	191.5	940	1	6106	6106
12	#8494FF	191.5	941	1	6106	6106
12	#8494FF	191	941.5	1	6106	6106
12	#8494FF	189	941.5	1	6106	6106
12	#8494FF	188	942.5	1	6106	6106
12	#8494FF	187.5	942	1	6106	6106
12	#8494FF	187.5	941	1	6106	6106
12	#8494FF	187	940.5	1	6106	6106
12	#8494FF	186	940.5	1	6106	6106
12	#8494FF	185.5	941	1	6106	6106
12	#8494FF	186.5	942	1	6106	6106
12	#8494FF	186	942.5	1	6106	6106
12	#8494FF	185	942.5	1	6106	6106
12	#8494FF	184.5	943	1	6106	6106
12	#8494FF	185	943.5	1	6106	6106
12	#8494FF	188	943.5	1	6106	6106
12	#8494FF	188.5	944	1	6106	6106
12	#8494FF	188.5	945	1	6106	6106
12	#8494FF	188	945.5	1	6106	6106
12	#8494FF	187	944.5	1	6106	6106
12	#8494FF	186	944.5	1	6106	6106
12	#8494FF	184	946.5	1	6106	6106
5	#7CAE00	185	968.5	1	2982	2982
5	#7CAE00	184.5	969	1	2982	2982
5	#7CAE00	186	970.5	1	2982	2982
5	#7CAE00	187	969.5	1	2982	2982
5	#7CAE00	187.5	970	1	2982	2982
5	#7CAE00	187.5	972	1	2982	2982
5	#7CAE00	188	972.5	1	2982	2982
5	#7CAE00	189	972.5	1	2982	2982
5	#7CAE00	190.5	974	1	2982	2982
5	#7CAE00	190.5	976	1	2982	2982
5	#7CAE00	191	976.5	1	2982	2982
5	#7CAE00	191.5	976	1	2982	2982
5	#7CAE00	191.5	975	1	2982	2982
5	#7CAE00	192	974.5	1	2982	2982
5	#7CAE00	193	975.5	1	2982	2982
5	#7CAE00	193.5	975	1	2982	2982
5	#7CAE00	193.5	974	1	2982	2982
5	#7CAE00	194	973.5	1	2982	2982
5	#7CAE00	195	973.5	1	2982	2982
5	#7CAE00	195.5	974	1	2982	2982
5	#7CAE00	194.5	975	1	2982	2982
5	#7CAE00	194.5	977	1	2982	2982
5	#7CAE00	195	977.5	1	2982	2982
5	#7CAE00	195.5	977	1	2982	2982
5	#7CAE00	195.5	976	1	2982	2982
5	#7CAE00	196	975.5	1	2982	2982
5	#7CAE00	197	975.5	1	2982	2982
5	#7CAE00	198	974.5	1	2982	2982
5	#7CAE00	199	975.5	1	2982	2982
5	#7CAE00	199.5	975	1	2982	2982
5	#7CAE00	199.5	973	1	2982	2982
5	#7CAE00	199	972.5	1	2982	2982
5	#7CAE00	198	973.5	1	2982	2982
5	#7CAE00	197	973.5	1	2982	2982
5	#7CAE00	195	971.5	1	2982	2982
5	#7CAE00	194	972.5	1	2982	2982
5	#7CAE00	193	972.5	1	2982	2982
5	#7CAE00	191.5	971	1	2982	2982
5	#7CAE00	191.5	970	1	2982	2982
5	#7CAE00	190.5	969	1	2982	2982
5	#7CAE00	192.5	967	1	2982	2982
5	#7CAE00	191.5	966	1	2982	2982
5	#7CAE00	192.5	965	1	2982	2982
5	#7CAE00	192.5	964	1	2982	2982
5	#7CAE00	192	963.5	1	2982	2982
5	#7CAE00	190	963.5	1	2982	2982
5	#7CAE00	189	964.5	1	2982	2982
5	#7CAE00	188	964.5	1	2982	2982
5	#7CAE00	187.5	965	1	2982	2982
5	#7CAE00	187.5	967	1	2982	2982
5	#7CAE00	186	968.5	1	2982	2982
5	#7CAE00	185	968.5	1	2982	2982
13	#C77CFF	186	981.5	1	6209	6209
13	#C77CFF	185.5	982	1	6209	6209
13	#C77CFF	185.5	983	1	6209	6209
13	#C77CFF	186	983.5	1	6209	6209
13	#C77CFF	188	983.5	1	6209	6209
13	#C77CFF	189.5	985	1	6209	6209
13	#C77CFF	188.5	986	1	6209	6209
13	#C77CFF	190	987.5	1	6209	6209
13	#C77CFF	191	986.5	1	6209	6209
13	#C77CFF	193	986.5	1	6209	6209
13	#C77CFF	194	985.5	1	6209	6209
13	#C77CFF	195	986.5	1	6209	6209
13	#C77CFF	196.5	985	1	6209	6209
13	#C77CFF	194.5	983	1	6209	6209
13	#C77CFF	194.5	982	1	6209	6209
13	#C77CFF	194	981.5	1	6209	6209
13	#C77CFF	192	981.5	1	6209	6209
13	#C77CFF	191.5	981	1	6209	6209
13	#C77CFF	191.5	980	1	6209	6209
13	#C77CFF	192	979.5	1	6209	6209
13	#C77CFF	194	979.5	1	6209	6209
13	#C77CFF	194.5	979	1	6209	6209
13	#C77CFF	194	978.5	1	6209	6209
13	#C77CFF	193	978.5	1	6209	6209
13	#C77CFF	192	977.5	1	6209	6209
13	#C77CFF	191	977.5	1	6209	6209
13	#C77CFF	189	975.5	1	6209	6209
13	#C77CFF	188	975.5	1	6209	6209
